,Valoración
600,3.6
9138,4.4
4550,3.8
943,3.5
18237,4.4
16042,4.0
17391,4.3
15060,4.0
9315,3.9
16409,3.5
15653,4.3
1561,4.1
4869,3.8
10190,4.4
6214,3.7
13323,4.0
4541,3.6
1782,4.2
12458,3.6
1095,3.8
5545,4.1
1946,3.8
13156,3.9
19421,3.8
18646,3.9
677,3.5
10798,4.3
6790,4.3
1392,3.8
10662,3.7
752,3.7
15742,4.4
3737,4.0
2976,4.4
6695,4.0
11981,3.7
3215,4.1
14802,4.1
9970,4.2
1770,4.2
19270,4.1
16678,3.8
10913,3.9
11676,4.0
3022,4.4
5402,4.4
7857,4.2
11205,4.0
10101,4.1
6876,4.0
13951,4.3
5191,3.6
4619,3.7
17311,3.9
12390,3.7
14624,4.0
16455,3.6
8720,3.9
14491,3.9
13762,4.4
8147,4.3
7969,4.0
4264,3.6
14740,3.9
10653,4.0
6826,4.1
8114,4.5
10112,3.8
701,3.6
6171,3.5
12203,3.8
8160,4.1
6871,4.1
13244,4.2
4423,3.9
12160,4.2
6863,4.0
6987,3.6
4868,3.7
9491,4.0
4376,4.0
17388,4.0
9545,3.8
2926,3.6
13372,3.6
9826,2.6
9480,3.8
8734,4.0
17553,4.0
18275,3.9
4350,4.1
14401,4.2
3697,3.7
2013,4.1
17028,4.3
15753,4.5
15006,4.6
5678,3.6
13664,3.8
14103,3.7
2147,3.7
8789,3.9
2705,3.6
16256,4.0
10087,3.9
16038,3.8
9700,3.7
16056,4.0
10956,3.8
12828,4.2
6842,4.0
10428,3.7
810,3.9
5318,4.4
13726,4.2
312,4.1
2073,4.3
9731,3.9
17535,3.9
17301,3.7
7735,3.7
885,3.8
9670,4.1
1790,3.7
13578,4.6
13810,4.4
10201,4.2
3454,4.2
8875,4.1
3895,3.4
18148,4.2
14609,3.9
12300,4.4
8250,4.4
19410,3.7
8013,4.1
12398,4.0
10592,3.8
14785,3.7
18988,4.4
18151,3.7
7926,4.1
1468,3.8
9609,4.3
470,4.1
10551,4.0
2722,3.6
5420,4.0
12753,3.4
19273,4.0
18616,4.4
14651,4.2
6042,4.0
12062,3.9
2744,3.7
4569,3.7
18366,4.0
12444,3.8
2161,3.8
17940,4.4
4674,3.6
7457,3.5
9248,3.9
17991,3.8
17166,4.2
20050,3.9
13106,4.7
10117,4.0
6380,4.3
14029,3.9
17519,3.9
3876,3.0
1075,3.7
9308,4.0
3936,3.2
11726,4.3
18645,3.4
17750,3.8
7142,3.9
11225,3.9
4207,3.6
6714,4.0
9748,4.1
9645,4.1
2149,3.8
8512,4.0
13056,3.8
10115,4.1
9486,4.1
74,3.7
16025,3.8
20016,4.0
7340,4.0
16493,4.4
15838,3.8
10322,4.1
14769,4.2
14385,4.2
17249,4.1
17058,4.0
18843,4.1
2509,3.3
7282,4.2
9245,3.8
14259,4.3
16758,3.8
4067,4.1
9649,4.2
13671,4.2
18010,4.1
11435,4.2
3145,4.0
14382,4.2
15312,3.8
14783,3.9
11601,4.0
19865,3.8
5131,3.7
7927,3.7
17869,4.5
18085,4.1
540,4.3
4235,3.6
5508,4.1
17258,4.3
11858,4.2
16063,3.8
16920,4.2
11561,3.9
754,4.1
15971,4.2
16976,4.2
2542,3.4
6074,3.8
14201,4.4
12999,3.8
5218,3.5
12981,3.4
16290,4.0
237,4.1
4271,3.6
5876,4.3
6658,3.8
100,3.8
13591,4.1
17162,4.2
15918,3.6
12485,3.8
5363,4.2
4766,3.7
7504,3.9
19075,3.1
8794,3.9
15859,4.0
1308,3.8
1582,4.2
18276,3.9
2431,3.1
1044,3.8
17786,4.2
9750,3.4
5009,3.8
18440,4.0
1487,4.1
7634,4.0
10932,4.0
19479,4.1
10308,4.1
5796,4.0
5492,4.2
16961,4.6
618,4.0
3799,3.4
11798,4.1
13174,3.7
11589,4.2
1600,4.0
16755,4.0
1849,3.9
9808,3.1
1752,4.0
14453,4.1
2040,3.8
2083,4.1
7966,4.2
14936,4.3
546,3.9
6200,3.5
17456,4.3
15906,3.8
1356,3.8
5147,3.7
19873,3.8
8868,4.4
10738,3.4
20134,4.0
12192,4.3
10695,3.6
6015,3.5
7170,4.2
175,3.9
19698,4.2
2208,3.7
18749,3.9
17898,4.4
3787,3.7
10418,3.6
15772,3.7
14356,3.6
9319,3.6
14724,3.6
19690,4.3
17270,3.7
2441,3.2
12638,4.0
1322,3.7
1603,3.9
12403,3.3
9946,4.2
8015,4.2
10945,3.5
4065,3.9
1294,3.7
2000,3.7
19868,3.1
2063,4.0
12264,4.3
1507,4.2
14427,4.1
1559,3.9
14803,4.1
5578,3.9
12483,3.9
15337,4.0
10689,3.4
16916,4.3
12629,4.3
17921,4.4
5612,4.4
19993,3.8
5336,4.5
9547,4.1
19796,3.9
4141,3.5
7939,4.0
15754,4.6
3549,3.9
6017,3.7
6907,4.3
14269,3.5
12225,4.1
6721,3.7
1235,3.8
16946,3.9
15665,3.9
10644,4.0
19069,3.5
2251,3.4
9218,4.0
3670,4.3
15205,4.1
16145,4.0
16706,4.0
19971,4.0
8506,4.1
16159,4.0
14960,4.2
9910,3.9
18399,4.0
947,3.5
11690,4.2
6986,3.7
13592,4.5
2970,4.3
13691,4.0
14346,3.6
3885,3.7
19776,3.6
17758,4.3
16189,4.4
11911,3.7
6698,3.6
12554,3.7
18846,4.3
17514,3.7
11080,4.5
18076,3.6
7132,4.2
6059,3.9
1840,4.0
12211,4.1
1564,3.7
3673,3.7
19611,3.6
4311,3.7
4698,3.7
10751,4.0
3320,4.2
5192,3.5
10465,4.0
4468,3.8
12447,4.0
4773,3.6
6576,3.8
18058,4.0
4709,3.8
847,3.8
13111,3.9
838,3.7
8741,4.0
11126,4.5
7533,3.8
16878,4.2
7760,3.8
4597,3.8
9610,4.0
5786,4.2
20092,3.6
18405,4.0
19537,4.2
604,3.7
14357,3.2
10271,4.1
18848,4.4
7226,4.0
2311,3.6
17587,4.0
13836,4.3
1982,4.1
8392,4.2
8678,4.1
11463,4.0
5729,3.5
2823,3.4
4551,3.6
5337,4.0
11438,4.4
4453,3.6
8187,4.0
12094,3.9
11354,4.1
3749,4.2
17228,4.2
13790,4.1
8002,4.1
18245,4.4
10987,4.4
11575,3.9
16777,4.4
9080,3.9
524,4.0
17147,4.1
9140,4.2
8451,4.1
18009,4.2
18531,3.8
15333,3.8
122,4.1
4366,3.6
12668,3.7
16168,4.2
2302,3.5
7398,3.9
11610,3.9
17515,4.0
5821,4.1
9198,3.6
11653,4.3
13279,3.9
17481,3.8
8881,4.3
3055,4.3
3566,4.1
48,3.6
10325,4.3
501,4.0
3185,4.5
14931,4.2
229,4.0
14761,3.8
12194,4.0
2824,3.6
8773,3.8
17647,3.8
3007,4.1
14238,4.3
17300,3.8
4305,3.6
19715,4.4
1074,3.6
10943,4.2
20053,3.9
16258,3.9
7654,3.9
7211,4.0
12569,3.9
2944,4.5
13124,4.2
10911,3.9
16974,4.4
17461,4.0
8639,3.5
10363,3.0
4433,3.9
17972,4.1
4161,3.6
3117,4.3
17737,4.0
6879,3.9
17486,4.2
10261,4.2
11233,3.7
5323,4.3
14846,4.2
13964,4.1
2419,3.4
18918,4.3
17353,3.3
7171,4.2
15086,4.5
14519,3.8
1017,3.8
13433,3.5
12470,3.9
8541,4.2
7744,3.9
1928,4.0
18815,4.3
350,4.0
16935,4.2
223,4.2
6031,3.8
19529,4.1
19493,3.6
9180,3.8
17192,3.9
2500,3.4
19215,4.3
16039,3.8
564,3.7
9775,4.3
10368,3.5
8090,4.3
16442,3.8
15140,4.6
3385,4.1
3933,3.7
7960,3.7
2707,3.7
2790,3.2
3446,4.3
15295,4.0
3535,3.9
10921,4.2
16059,3.8
15459,4.0
11932,4.3
19977,4.1
17871,4.2
7526,3.9
821,3.8
10256,4.6
18659,4.1
8279,4.0
8274,3.6
16410,3.6
19449,3.7
10890,4.2
9024,4.1
12019,3.6
7646,3.8
17534,4.0
16732,4.2
2833,2.9
11239,3.8
10373,3.6
7407,3.8
14972,4.6
19252,4.3
8241,4.4
11941,4.2
12871,3.1
15668,3.8
9980,3.9
15864,3.8
7769,4.4
17512,4.1
4095,3.7
2689,3.4
1189,3.8
9286,3.7
4845,3.7
5210,3.6
3990,4.0
8061,3.9
10566,4.0
5677,3.6
16043,4.1
10951,4.0
19468,4.1
20032,4.1
16026,3.8
18536,3.9
13890,4.0
15260,4.0
13696,4.0
3880,4.0
16429,3.9
14714,3.8
12969,4.0
4934,3.9
14961,4.1
19356,3.8
11976,3.8
7747,3.7
15101,4.4
5235,3.2
3945,3.3
10122,4.2
2164,3.4
2886,3.5
10110,3.9
8715,4.0
8709,3.9
17840,4.3
18565,4.2
5667,3.5
172,4.2
639,3.8
17816,4.0
14856,4.1
18817,4.6
13215,3.5
5065,4.2
9336,3.8
1548,3.9
7436,3.6
15862,3.7
10933,4.0
10025,4.1
20021,4.0
16903,3.9
11879,4.3
8920,4.1
19209,4.1
12730,3.9
14522,4.1
8419,4.0
9027,3.9
2486,3.6
9323,3.7
9583,4.0
15239,4.0
10714,3.4
12283,4.5
15491,4.2
8258,4.2
12468,3.8
18191,4.4
16683,4.1
2024,4.0
1872,3.9
354,4.2
5361,4.5
14793,4.3
15605,4.1
1164,3.9
18183,4.4
18920,4.0
3395,4.3
15144,4.4
15454,4.1
3127,4.1
9695,3.6
8502,4.2
14129,4.1
9384,3.7
7161,4.1
10564,4.0
4354,4.2
16466,4.4
13657,4.2
3587,4.2
12810,4.0
16932,4.0
12565,4.1
10963,4.1
18168,4.5
10186,4.1
324,3.7
7891,4.2
5171,3.5
5649,3.5
6744,3.8
7399,3.7
3209,4.1
11268,4.0
12098,4.3
18349,3.6
14835,4.2
4752,3.4
8880,4.3
11357,4.3
2379,3.7
16870,3.6
14843,4.4
12362,4.0
8022,4.4
14418,3.8
6659,4.1
18642,3.8
8178,3.9
11621,3.9
7858,4.4
4421,3.7
1101,3.7
15446,4.0
17478,4.1
8610,3.6
8062,3.9
3250,4.0
12602,4.0
12333,4.1
3557,4.3
709,3.9
118,3.6
10215,4.0
4598,3.9
2042,3.9
7420,3.6
6131,4.1
12869,3.4
317,4.0
13967,3.9
5316,4.3
17127,4.0
6607,3.6
20131,3.8
5003,4.2
6524,3.9
9574,4.1
13617,4.0
4273,3.5
5740,3.6
18530,3.6
5471,3.8
5817,3.8
14657,3.9
87,3.5
7631,3.9
4163,3.6
3382,4.3
10918,3.7
403,3.9
4911,3.8
11543,4.0
11423,4.2
9366,4.3
2765,3.8
6379,4.3
2241,3.7
14927,3.9
3483,4.3
16340,4.1
6311,3.9
9220,3.8
10398,3.7
18655,4.1
5518,4.2
2436,3.5
4689,3.7
2594,3.1
9471,4.2
14017,4.1
6857,4.0
15842,3.9
16089,3.8
6655,3.7
1425,3.8
5027,3.6
5282,4.2
15305,4.0
1502,3.7
11062,4.2
9800,3.5
10668,3.5
18730,4.2
678,4.1
6674,4.1
5852,4.2
7195,4.0
10096,4.0
14066,3.7
12391,4.0
5053,3.8
1850,3.9
6523,4.0
1070,3.7
13420,3.0
6785,4.2
10673,3.6
2772,3.7
3392,4.3
1099,3.9
7379,3.9
11035,4.0
1749,4.0
418,4.2
15724,3.7
5820,4.4
14745,3.6
10140,4.1
17275,3.8
10492,4.0
18059,4.1
15228,3.2
19952,3.7
8401,3.6
13782,3.9
16012,4.0
11979,3.7
15854,3.8
4893,4.0
8721,4.0
8972,4.0
722,3.9
5176,3.9
10154,4.1
1860,3.8
18623,4.1
1687,4.1
8499,3.7
19241,4.6
1992,2.7
10525,4.2
16190,4.1
16433,3.6
18202,4.4
14149,3.8
6118,3.9
3459,4.4
13684,4.1
6568,3.9
19014,4.4
5671,3.8
9297,3.8
14604,4.2
2810,3.8
8950,4.3
5493,4.0
14955,3.8
12711,3.8
17081,4.2
15429,4.2
574,3.7
8450,4.1
18038,4.1
17568,3.9
9233,3.7
18074,4.2
15961,4.1
3625,4.3
18016,4.0
17488,4.2
19165,4.1
8696,3.8
6355,4.0
10515,4.1
16689,4.0
848,3.6
2248,3.7
5617,4.4
8565,3.4
19127,3.8
17022,4.0
8119,4.5
5304,4.1
4052,3.9
12130,4.0
10924,3.8
13564,4.3
18524,4.2
4076,3.6
997,3.8
4332,4.0
12927,3.5
9369,4.2
11587,4.0
551,3.7
19364,3.8
4372,3.9
3497,4.3
19158,3.8
13031,4.1
8033,4.2
1407,4.2
15548,3.8
18534,3.9
1812,4.1
15220,3.9
15953,3.5
18992,4.4
693,3.8
10726,3.7
5011,3.7
3443,4.2
9175,4.1
11502,4.1
4175,3.6
4222,3.5
8284,4.1
10459,3.5
17108,4.1
15804,3.8
19503,4.0
261,4.2
19463,3.9
11530,4.2
5498,4.0
16269,4.1
4016,3.2
3626,4.1
16497,4.2
445,4.0
6753,4.1
5111,3.5
3555,3.8
10387,4.1
7339,3.9
3367,4.5
16471,4.2
11060,4.2
2526,3.7
16558,4.2
13787,4.1
17630,4.0
1168,3.9
4144,3.6
7893,4.2
8277,4.0
3149,4.0
15025,4.0
880,3.5
6748,3.8
9409,4.1
7573,4.1
19725,3.8
1467,4.2
8155,4.2
17271,3.6
6538,3.8
12154,4.1
452,4.1
12519,4.1
18657,4.2
4137,3.5
3039,4.4
4150,3.8
14922,4.2
14820,4.2
16728,4.1
579,3.5
6572,3.6
12025,3.8
7468,3.8
17319,3.8
14691,3.6
867,3.9
16687,4.1
4157,3.9
6350,3.9
16753,4.0
17273,3.6
402,4.0
4428,3.9
10277,4.0
3057,4.4
10191,3.5
7061,3.9
164,4.0
16549,4.3
10391,3.1
12495,3.8
11348,4.1
12213,4.2
3317,4.3
12119,4.0
7866,3.9
14695,3.7
12127,4.0
6852,4.0
1847,4.0
17969,3.9
1334,3.9
8780,3.8
18983,4.5
18962,4.3
8946,3.9
11257,4.1
18825,4.3
6998,3.7
706,3.4
3491,4.2
4573,3.5
16757,4.1
7707,3.9
7055,4.0
5581,4.3
13105,4.1
3151,4.1
6618,3.7
4784,3.7
11992,3.8
4022,3.7
14739,4.0
9267,3.3
2607,3.2
16837,4.4
11631,3.9
9119,4.1
11503,4.1
16116,4.0
2429,3.5
246,4.1
3815,3.4
13939,3.9
19731,4.3
9090,3.9
2262,3.2
10439,3.8
835,3.6
8625,3.5
17933,4.3
1173,3.7
18486,4.0
6438,4.0
14075,3.8
12849,4.0
14372,4.1
15956,3.5
5290,4.3
15964,3.9
8099,4.2
4951,4.0
250,3.7
13198,3.5
7953,3.9
19961,4.0
7335,3.7
2793,3.6
14576,3.9
17330,3.9
7796,4.1
18669,4.1
3407,4.1
20028,3.9
11292,3.9
8626,3.8
14619,4.0
7423,3.8
8964,3.7
1997,3.9
4200,3.5
16109,3.7
16898,4.3
11327,4.2
5630,3.6
4002,3.6
14462,3.8
4753,3.4
19175,4.2
19737,4.2
14799,4.3
4196,4.0
9636,3.7
3681,3.4
3019,4.4
4310,3.6
7449,3.9
13092,4.5
13506,4.1
14001,3.9
3985,3.7
15168,3.8
9206,4.0
14593,4.0
2569,3.5
4402,3.3
4277,3.2
3666,4.0
8413,4.2
20068,4.1
2446,3.4
6822,3.5
14016,3.7
6521,3.8
17136,4.3
17708,3.7
8960,4.1
3172,4.3
1223,3.7
14015,3.7
12359,3.8
544,3.9
1204,4.2
18470,3.9
8614,3.6
9258,4.2
7243,4.2
2637,3.1
8762,3.9
13666,3.9
1388,4.3
18260,3.8
18885,4.0
877,3.8
10722,3.8
8389,4.1
98,3.8
11576,4.1
4379,3.8
11958,4.2
2803,4.0
11190,4.1
3908,2.5
10764,4.4
7689,4.0
14159,3.8
6497,4.1
18782,4.2
8448,3.8
19747,4.2
8076,4.3
13162,3.7
6965,3.5
6480,3.9
4711,3.9
17390,4.3
13253,4.1
12477,3.9
989,3.8
19756,4.2
2682,3.8
14409,3.6
2508,4.0
13542,3.9
9703,4.0
4314,3.9
15684,3.9
14104,4.0
5357,4.4
6640,3.4
5973,4.1
9437,4.2
3734,3.4
14725,3.6
11197,3.8
12314,3.8
7788,4.3
18678,4.1
13188,3.6
18906,4.1
10950,3.9
1876,3.6
14896,4.1
5262,3.5
8447,3.9
14730,3.8
12704,3.7
11164,4.1
5159,3.5
18351,3.6
15371,4.1
759,3.9
5482,3.9
654,3.7
5813,3.8
5289,4.5
2892,3.2
18875,4.3
5637,3.4
9613,4.2
3044,4.3
18393,3.9
10784,4.5
8521,4.1
16681,4.0
8446,4.2
17956,4.1
7319,3.9
6160,4.1
19475,4.4
12570,4.1
6023,3.8
5092,3.7
11212,3.9
11222,4.0
18364,3.9
18951,4.0
15843,4.0
1131,3.9
11211,3.9
11138,4.5
3659,4.1
3326,4.2
9466,4.2
18346,3.8
2663,3.8
19328,4.2
5379,4.2
10013,3.9
9555,3.9
13923,3.7
5534,4.1
11674,4.1
4,4.3
4152,3.8
1927,3.9
15055,4.4
15493,4.2
10380,3.6
2880,4.0
5840,4.0
3381,4.1
9495,4.2
14620,4.0
4957,4.0
13029,4.0
17942,4.2
17947,4.3
11306,4.0
5721,3.5
13527,4.2
15986,4.0
942,3.9
3235,4.2
3257,4.1
17578,3.8
17373,4.1
8369,4.4
8628,3.8
13352,4.2
308,4.1
1565,3.7
12157,4.3
6728,3.6
2135,3.5
18061,3.8
10862,3.8
18948,4.2
14352,4.0
13170,3.6
17035,4.3
3874,3.6
17655,3.8
7394,3.6
2276,3.3
7073,3.9
12818,3.5
15349,4.3
17695,4.0
19029,4.4
2623,3.6
16004,4.1
12765,4.0
8535,4.2
19323,4.0
231,4.0
8372,4.1
13379,3.6
737,3.7
2838,3.3
14093,3.8
8217,4.6
17734,4.1
15280,3.9
19893,3.6
18493,3.9
5706,3.6
14101,3.7
9514,4.1
5936,4.1
10188,4.3
6496,4.1
755,3.8
13678,4.1
19564,3.6
8120,4.1
13936,4.1
8993,3.8
19637,4.0
16717,4.0
6201,3.7
16318,3.7
69,4.0
5368,4.0
8085,4.2
5683,3.3
19352,4.0
20117,3.8
13363,3.6
1680,4.0
7558,3.7
8570,3.9
9662,4.3
5962,4.2
2603,4.1
18468,3.9
7869,4.2
14674,3.5
5414,4.2
12698,3.7
12423,3.8
15000,4.6
11284,4.1
10919,3.9
8670,3.8
19491,4.0
2283,3.6
3732,3.6
9046,3.7
16084,3.8
8944,4.3
19590,3.6
15885,3.7
19902,4.1
16951,3.7
6621,3.9
14054,3.7
5127,3.9
9328,3.8
16718,4.2
12757,3.7
1545,3.5
739,4.0
11573,4.0
10876,3.7
1674,3.9
2567,3.7
13314,4.1
6985,4.1
6796,4.0
11135,4.2
3518,4.3
13478,4.0
10547,3.7
4732,3.7
12680,4.1
773,4.1
865,3.7
8522,4.1
5200,3.8
17989,3.9
641,3.6
18,3.9
14214,4.3
11090,4.4
3203,4.3
7289,3.9
12502,3.8
5204,3.5
9058,4.0
11178,3.9
19736,4.0
15844,4.0
6924,3.6
3840,4.1
19791,4.1
11999,3.7
11198,4.0
9155,3.8
17394,4.1
12922,3.7
6666,3.6
3240,3.9
19049,4.2
3309,4.3
10359,4.0
363,4.1
3723,3.9
11018,4.3
14469,3.9
7671,3.9
11790,4.0
4726,3.7
8739,3.9
2940,4.5
471,4.1
1641,4.2
18955,4.3
18152,3.7
18409,4.0
14030,4.0
1172,3.9
15616,4.2
13466,4.3
6086,3.9
9603,4.2
18742,4.0
15225,3.9
3364,4.4
18063,4.0
13816,4.1
12666,3.7
1410,4.0
12480,3.8
15923,3.2
6667,3.3
11333,4.2
8635,3.8
17867,4.5
815,4.0
6501,4.3
7323,4.1
2131,3.5
1797,4.1
7728,4.2
4575,3.8
5190,3.6
8168,3.9
3122,4.3
5366,4.1
12411,3.8
4275,3.7
523,3.6
3089,4.2
15215,3.6
11620,4.1
20142,3.7
15972,4.1
5253,3.7
18203,4.4
1532,4.1
11820,4.1
13974,3.8
11603,3.9
2831,3.5
8270,3.7
9728,3.7
7490,4.0
12072,4.0
13495,4.2
18517,3.8
17665,4.2
14085,3.9
1299,3.6
6274,4.0
5500,4.1
15326,4.0
3276,4.2
9295,3.9
6231,3.7
1480,3.8
18478,4.1
1601,4.2
10152,3.9
5091,3.9
7068,4.0
16963,4.7
10988,4.4
17819,4.1
15351,4.3
14466,3.7
3661,4.3
6049,3.9
8748,4.0
4825,3.3
9356,3.9
5681,3.5
11550,4.2
12908,3.5
397,4.2
1537,3.8
2506,3.4
20086,3.5
14746,3.6
16373,3.8
15271,3.9
3010,4.0
16713,4.0
723,3.6
300,3.8
3192,4.2
14810,4.1
7329,4.2
12487,3.9
19266,4.2
4185,3.9
2713,3.6
15368,3.9
11497,3.8
11335,4.2
19140,3.9
17480,3.8
19214,4.3
13148,4.1
4582,3.5
19231,4.1
7368,3.7
10682,3.5
15179,4.0
2511,3.7
19235,4.3
7434,3.7
18286,3.9
9345,4.4
6966,3.6
1212,3.8
12696,3.8
7056,4.3
13602,4.6
2349,3.2
9262,3.7
17247,3.8
14342,3.8
17132,4.2
5428,4.3
15683,3.9
3426,4.1
8858,4.2
12855,3.9
7217,4.1
5995,4.0
8835,4.1
11071,4.2
3767,3.7
4272,3.8
19836,4.0
14685,3.7
786,3.7
11050,4.4
20126,3.9
16751,4.3
14827,4.0
6482,4.1
12380,3.8
7854,4.2
19003,4.3
16754,4.2
13017,4.1
2905,3.0
4626,3.2
18296,3.8
996,3.7
17697,4.2
154,4.3
7247,4.1
11469,3.9
6251,3.7
15155,4.3
8056,4.0
19702,4.2
5524,4.0
19669,4.3
7506,4.1
8927,3.5
156,3.9
3504,4.3
3085,4.4
17459,4.0
1552,4.1
13394,3.6
14577,4.2
16156,4.2
11988,3.9
495,4.1
2321,3.5
912,3.8
15033,4.0
8778,4.1
151,4.0
14603,4.1
17334,3.8
16901,4.2
1364,3.9
1738,4.0
3001,4.3
12456,3.8
9310,3.9
15382,4.2
6962,4.1
19173,4.1
19680,4.0
2883,3.2
3720,3.8
7128,3.5
9534,4.1
10236,4.2
888,4.1
5472,4.3
3201,4.2
16114,4.0
10469,4.0
4823,3.9
4704,4.0
12654,3.9
343,4.1
12717,3.8
4136,3.6
3237,4.1
3188,4.3
4522,3.7
2223,3.5
12389,3.8
16374,3.7
2121,3.5
6859,4.1
992,3.9
13274,4.0
15799,3.7
16074,4.0
14818,4.2
15737,4.6
10253,4.7
7367,3.4
6258,3.8
4734,3.4
18820,4.2
1465,4.2
4593,3.5
18893,4.2
3565,4.1
12096,3.5
5841,4.1
283,4.0
19455,3.8
13873,4.0
11791,3.8
6176,3.8
16770,4.4
8912,4.2
4151,3.4
19831,4.1
14959,3.9
13503,4.1
10314,3.9
15745,4.5
7377,3.7
14186,4.6
19472,4.2
13205,3.7
8862,4.0
14561,4.0
3161,4.3
2630,3.4
18001,4.2
3174,4.1
2565,3.6
18030,4.3
1203,4.0
6414,4.1
16667,4.0
616,3.6
10119,4.4
3114,4.1
10834,4.3
18177,4.1
17799,4.4
7482,4.0
18254,4.4
15484,4.3
14459,4.2
2728,3.4
14035,4.3
2460,3.3
10319,3.9
11811,4.3
18656,3.9
8093,4.4
1357,3.8
15901,3.6
7799,4.2
8998,3.8
12887,3.6
17762,2.9
7777,3.7
1590,3.3
19882,3.5
3140,4.2
12473,3.5
5339,4.1
8896,4.1
8759,4.1
14273,3.7
547,3.8
7119,3.9
7265,4.1
6938,3.7
26,4.0
1067,3.9
3918,3.8
12679,3.8
6605,3.8
5530,4.5
6679,3.8
5399,3.9
11361,4.1
14350,3.5
8082,4.2
9414,4.3
15970,3.6
10741,4.0
19647,3.8
437,3.9
16023,3.9
11113,4.3
19274,3.9
5270,4.1
1861,3.6
10892,4.1
16877,4.1
8317,3.9
10674,3.3
9226,3.8
1,3.5
2706,3.5
18577,4.1
8519,4.1
13328,4.3
5326,4.2
10692,3.8
9197,3.8
6958,3.8
7330,4.1
5967,4.0
14713,3.8
16789,3.8
4011,3.5
3462,4.2
534,3.9
11963,4.0
12153,3.8
5824,4.3
585,4.1
11876,4.5
12353,4.2
17868,3.8
14471,3.8
14808,4.0
16643,3.5
8684,3.6
9744,3.9
6363,3.8
9089,4.0
14215,4.4
6465,3.8
10149,3.9
17904,4.5
11741,3.8
19498,4.0
14765,4.0
1916,4.1
11378,4.5
19097,3.5
9698,3.9
8108,4.1
8083,4.2
1910,3.6
16448,3.4
16214,4.0
14458,4.0
1133,4.0
16220,4.3
15731,3.8
10711,3.8
17131,4.0
1317,3.7
4368,3.8
8314,4.2
17685,4.2
10642,3.8
19381,3.7
7326,3.8
13855,4.2
6081,4.1
17974,4.2
2601,3.9
6569,3.4
18458,4.1
19841,4.0
2173,3.2
19388,3.7
12747,3.7
3605,4.1
13277,4.1
6430,3.9
12862,4.4
14074,4.1
7996,4.2
9143,4.1
3768,3.0
5077,3.9
8275,4.0
12231,4.0
20042,4.0
9600,4.1
4631,3.6
14547,3.8
240,4.0
17310,3.8
18558,4.0
13723,4.2
15910,3.7
10772,4.3
14005,3.9
11462,4.3
10931,4.1
7603,4.0
14237,4.3
1867,3.8
13743,4.1
16710,4.1
20077,3.5
14748,3.7
2521,3.5
18194,4.2
1820,3.9
2410,3.2
8244,4.4
17946,4.3
6638,3.8
5187,3.5
16559,4.2
11770,4.0
4565,3.7
13608,4.3
7943,3.8
18328,3.8
6392,3.7
2118,3.8
10051,3.9
3779,3.7
18803,4.3
4961,3.8
2809,3.8
498,3.6
11446,4.2
918,3.7
19648,4.1
13391,3.6
15819,3.7
8618,4.1
4284,3.8
18790,4.2
14914,4.1
228,4.2
14557,3.8
16275,4.1
2741,3.7
13330,4.1
11704,4.4
9272,4.2
17781,3.9
11114,4.3
6002,3.9
5719,3.6
4897,3.7
5584,4.2
18556,3.9
11846,4.1
7868,4.1
15273,3.9
14477,3.9
1128,4.3
16112,4.0
10524,4.3
10401,3.7
1567,3.6
10299,4.1
1706,3.7
7451,4.0
3153,4.1
10365,3.3
11524,4.0
17274,3.9
17067,4.0
512,4.1
6241,3.5
13183,3.8
7105,4.1
10567,3.9
9825,3.3
18560,3.9
10491,4.2
19921,3.9
12445,4.0
14420,3.7
2721,3.3
7446,3.7
7894,4.0
7510,3.7
19429,3.9
8043,4.1
14621,4.3
15188,3.8
15617,4.1
17778,4.2
9929,3.9
13800,4.1
11429,4.3
13929,4.1
16707,4.3
14367,3.8
7237,3.9
6469,4.1
13287,3.8
10833,4.3
9054,3.9
1505,3.9
6055,3.9
596,3.8
4225,3.3
2550,3.8
19047,4.3
13136,4.0
7441,3.7
18889,4.0
6769,3.8
16129,3.9
2681,3.6
6450,4.1
7952,4.0
16472,4.3
1045,4.0
13045,4.1
2644,3.9
4435,3.5
11358,4.0
11832,4.2
19996,4.0
13669,4.1
4487,3.6
2061,4.0
4645,3.8
9113,4.3
11005,4.2
3775,3.3
18793,4.3
5597,4.2
19154,4.0
10742,3.6
9298,3.5
7266,3.9
19111,4.3
10574,3.9
18691,4.1
4174,3.5
16122,4.1
8738,4.0
9217,3.9
18438,4.0
13041,4.0
14866,4.3
16499,4.4
10144,3.9
19139,3.8
8544,4.0
5608,4.1
983,3.8
8034,4.1
5481,4.2
5068,4.1
4797,3.6
17805,4.4
3662,3.8
19379,4.2
10487,4.3
6948,4.2
4657,3.6
6415,4.1
19412,3.8
3150,4.0
15615,4.3
14815,4.1
4813,3.7
9266,3.9
5970,4.0
11892,4.4
13336,4.0
2939,4.3
12703,3.7
1340,3.8
19641,4.2
1391,4.1
16079,4.0
7438,3.6
15366,4.2
8803,4.0
17235,4.4
5807,4.0
15001,4.6
6147,3.7
9776,4.3
1412,4.2
14499,3.6
12003,3.8
2256,3.5
382,4.1
17600,4.0
6121,3.9
2212,3.5
5604,4.3
10815,4.4
8882,4.2
6005,3.5
5418,4.3
4938,3.9
13435,3.7
3624,4.2
3158,4.1
4267,3.7
9159,4.1
463,4.1
1754,4.0
15317,4.1
